largest_property_use_type_-_gross_floor_area_(ft),energy_star_score,source_eui_(kbtu/ft),weather_normalized_source_eui_(kbtu/ft),site_eui_(kbtu/ft),weather_normalized_site_eui_(kbtu/ft),weather_normalized_site_electricity_intensity_(kwh/ft),weather_normalized_site_natural_gas_intensity_(therms/ft),natural_gas_use_(kbtu),weather_normalized_site_natural_gas_use_(therms),electricity_use_-_grid_purchase_(kwh),weather_normalized_site_electricity_(kwh),total_ghg_emissions_(metric_tons_co2e),direct_ghg_emissions_(metric_tons_co2e),indirect_ghg_emissions_(metric_tons_co2e),occupancy,number_of_buildings,self-reported_gross_floor_area_(ft),age,primary_property_type_-_self_selected,postal_code,largest_property_use_type,metered_areas_(energy),borough,AddressNumber,StreetName,label_for_target_var
43244.0,6.0,150.8,157.4,109.2,115.5,6.0,0.9,3828009.4,41026.5,261741.5,261436.2,279.0,203.3,75.6,100,1,43244,110,Multifamily Housing,10460,Multifamily Housing,Whole Building,Bronx,1890,Crotona,0
393500.0,13.0,295.5,300.6,159.8,163.5,19.3,0.1,4143780.2,41437.8,9869918.8,9928557.0,6025.8,220.1,5805.7,85,1,525000,30,Hotel,10022,Hotel,Whole Building,Manhattan,57,57th,0
29664.0,88.0,108.4,114.9,81.2,87.4,3.2,0.8,2080278.4,22636.1,96147.5,96223.5,139.6,110.5,29.1,100,1,29664,92,Multifamily Housing,11225,Multifamily Housing,Whole Building,Brooklyn,1153,NOSTRAND,2
99000.0,82.0,99.5,,85.9,,1.3,0.9,8057149.2,85767.2,129849.7,130984.9,467.2,428.0,39.3,100,1,99000,94,Multifamily Housing,11235,Multifamily Housing,Whole Building,Brooklyn,3091,Brighton,2
280000.0,63.0,338.6,341.1,134.4,138.8,27.4,0.5,11197793.3,126796.1,7750840.7,7672534.8,2939.4,594.8,2344.7,100,1,280000,49,Office,10461,Office,Whole Building,Bronx,1200,Waters,1
88217.0,85.0,85.1,85.1,58.5,58.5,3.6,0.0,2700.0,29.5,314720.0,314720.0,398.7,303.5,95.2,100,1,88217,68,K-12 School,11364,K-12 School,Whole Building,Queens,231-02,67th,2
51955.0,12.0,129.8,134.7,87.9,92.6,5.3,0.7,4712289.8,50262.9,354207.6,354207.6,357.4,250.3,107.1,100,1,67355,123,Multifamily Housing,10011,Multifamily Housing,Whole Building,Manhattan,191,7th,0
32930.0,4.0,151.6,160.7,101.1,109.8,7.6,0.8,2474186.9,27596.5,250765.7,250765.7,203.9,131.4,72.5,100,1,32930,123,Multifamily Housing,10018,Multifamily Housing,Whole Building,Manhattan,300,17th,0
105000.0,91.0,89.6,89.6,28.5,28.5,8.4,,,,878350.9,878350.9,265.7,0.0,265.7,100,1,105000,96,Multifamily Housing,11372,Multifamily Housing,Whole Building,Queens,85-10,34th,2
28570.0,83.0,108.9,120.5,94.5,105.9,1.9,0.0,59296.7,605.9,52592.1,52955.1,201.7,185.8,15.9,100,1,28570,96,Multifamily Housing,10022,Multifamily Housing,Whole Building,Manhattan,330,52nd,2
131000.0,62.0,42.8,47.9,30.1,33.9,2.1,0.3,3094400.1,35271.6,247048.7,269427.9,235.7,164.4,71.4,100,1,131000,93,Non-Refrigerated Warehouse,11378,Non-Refrigerated Warehouse,Whole Building,Queens,51-18,Grand,1
34689.0,13.0,156.3,164.0,79.4,84.5,10.6,0.5,1462842.4,15999.6,355246.9,366947.9,191.0,83.5,107.5,100,1,34689,114,Multifamily Housing,10001,Multifamily Housing,Whole Building,Manhattan,131,28th,0
31000.0,6.0,196.5,200.7,108.7,113.9,13.6,0.7,1913100.2,20918.3,427205.3,421420.4,225.1,101.6,123.4,100,1,31000,56,Worship Facility,11219,Worship Facility,Whole Building,Brooklyn,1533,48,0
96449.0,64.0,97.4,99.9,61.2,63.8,5.5,0.4,4076333.5,43333.7,535192.7,532119.9,371.2,216.5,154.7,100,1,96449,11,Multifamily Housing,10456,Multifamily Housing,Whole Building,Bronx,759,Eagle,1
55522.0,90.0,67.8,68.5,29.3,30.2,6.2,0.1,498715.6,5620.9,380148.1,377651.1,136.3,26.5,109.8,100,1,61276,21,Multifamily Housing,11211,Multifamily Housing,Whole Building,Brooklyn,138,Broadway,2
44650.0,69.0,108.3,112.4,67.6,71.5,6.3,0.5,2063413.3,22394.8,279398.9,279398.9,190.3,109.6,80.7,100,1,44650,21,Multifamily Housing,11233,Multifamily Housing,Whole Building,Brooklyn,1615,John`s,2
68501.0,62.0,117.5,117.5,85.3,85.3,4.1,0.5,3174800.0,31748.0,278226.0,278226.0,382.1,297.9,84.2,100,1,68501,83,Multifamily Housing,10467,Multifamily Housing,Whole Building,Bronx,3425,Gates,1
281755.0,70.0,182.9,186.8,66.3,68.8,15.7,,,,4394374.4,4434944.9,1574.9,0.0,1574.9,100,1,281755,97,Office,10005,Office,Whole Building,Manhattan,48,Wall,2
89840.0,61.0,117.1,124.0,86.6,93.3,4.0,0.1,817484.8,7694.4,361999.7,362824.1,584.2,474.7,109.5,100,1,89840,74,Multifamily Housing,10024,Multifamily Housing,Whole Building,Manhattan,15,84th,1
623806.0,100.0,49.4,49.4,24.1,24.1,4.0,0.1,6456300.1,64563.0,2514106.5,2516110.2,1069.4,342.9,726.5,100,1,623806,59,Multifamily Housing,11224,Multifamily Housing,Whole Building,Brooklyn,440,Neptune,2
197720.0,27.0,154.0,157.7,74.4,78.0,12.7,0.3,6143519.8,68412.4,2512124.8,2512124.8,1052.2,326.3,725.9,100,1,197720,93,Multifamily Housing,10012,Multifamily Housing,Whole Building,Manhattan,77,Bleecker,0
319025.0,84.0,113.7,,80.3,,4.1,0.7,21151501.1,229046.4,1313020.0,1318960.5,1520.7,1123.5,397.2,100,3,319025,71,Multifamily Housing,11374,Multifamily Housing,Whole Building,Queens,62-42,Woodhaven,2
29527.0,52.0,103.5,109.5,66.9,72.4,5.6,0.5,1414873.3,15730.8,164528.3,165413.7,122.7,75.2,47.5,100,1,29527,115,Multifamily Housing,10011,Multifamily Housing,NA,Manhattan,136,22nd,1
127518.0,95.0,83.5,84.7,32.2,32.6,7.1,0.1,1078203.1,10782.0,888716.1,902560.8,326.1,57.3,268.8,100,1,127518,66,Multifamily Housing,10462,Multifamily Housing,Whole Building,Bronx,2026,Westchester,2
38399.0,12.0,140.5,150.7,108.9,118.8,4.3,1.0,3610233.2,39921.7,167958.4,166926.5,240.3,191.8,48.5,100,1,38399,94,Multifamily Housing,11104,Multifamily Housing,NA,Queens,47-17,39th,0
37831.0,1.0,213.4,221.4,155.4,163.7,8.3,1.4,4790259.6,51250.4,318629.2,313523.5,346.5,254.4,92.1,100,1,37831,36,Multifamily Housing,10011,Multifamily Housing,Whole Building,Manhattan,181,7th,0
65625.0,69.0,85.6,,79.7,,,,5173327.5,,17576.8,,280.1,274.8,5.3,100,1,65625,93,Multifamily Housing,11235,Multifamily Housing,Whole Building,Brooklyn,2950,Ocean,2
52976.0,100.0,32.2,32.0,11.5,11.4,3.3,,,,178393.8,177426.1,51.5,0.0,51.5,100,1,52976,97,Multifamily Housing,11372,Multifamily Housing,Whole Building,Queens,37-51,89th,2
130800.0,70.0,125.2,131.8,84.9,91.7,5.0,0.7,8285099.8,91994.7,664399.9,655745.2,682.0,481.0,201.0,100,1,130800,93,K-12 School,11219,K-12 School,Whole Building,Brooklyn,1031,59th,2
